,Gene ID,Gene name,Counts NP1,FPKM NP1,Counts NP2,FPKM NP2,Counts P1,FPKM P1,Counts P2,FPKM P2,Log2 FC,pvalue,padj,FPKM P1 CC,FPKM P2 CC,FPKM P1 GC,FPKM P2 GC
217,AT1G04577,,0,0,0,0,58,6.62,37,5.21,8.78,1.21E-08,4.15E-08,6.62,5.21,6.62,5.21
219,AT1G12870,,0,0,0,0,54,1.17,38,1.02,8.74,1.46E-08,4.95E-08,1.17,1.02,1.17,1.02
220,AT3G28330,,0,0,0,0,54,1.23,38,1.07,8.74,1.46E-08,4.95E-08,1.23,1.07,1.23,1.07
222,AT1G05553,,0,0,0,0,58,3.28,34,2.37,8.73,1.64E-08,5.55E-08,3.28,2.37,3.28,2.37
224,AT1G32880,,0,0,0,0,47,2.31,43,2.61,8.72,1.56E-08,5.29E-08,2.31,2.61,2.31,2.61
225,AT3G10510,,0,0,0,0,51,1.24,39,1.17,8.71,1.65E-08,5.58E-08,1.24,1.17,1.24,1.17
227,AT3G08805,,0,0,0,0,62,8.3,29,4.79,8.7,2.16E-08,7.25E-08,8.3,4.79,8.3,4.79
228,AT1G63870,,1,0.01,1,0.01,281,2.43,204,2.18,8.7,1.08E-16,5.52E-16,2.43,2.18,2.43,2.18
230,AT2G05720,,0,0,0,0,42,1.37,44,1.77,8.67,2.16E-08,7.25E-08,1.37,1.77,1.37,1.77
232,AT2G14290,,2,0.03,2,0.03,555,11.31,392,9.86,8.66,2.38E-31,1.84E-30,11.31,9.86,11.31,9.86
233,AT1G04453,,0,0,0,0,50,2.96,36,2.63,8.64,2.39E-08,7.97E-08,2.96,2.63,2.96,2.63
234,AT1G16025,,0,0,0,0,42,3.34,42,4.12,8.63,2.58E-08,8.61E-08,3.34,4.12,3.34,4.12
235,AT3G09875,,0,0,0,0,42,1.56,42,1.93,8.63,2.58E-08,8.61E-08,1.56,1.93,1.56,1.93
236,AT3G25505,,0,0,0,0,43,0.51,41,0.6,8.63,2.60E-08,8.65E-08,0.51,0.6,0.51,0.6
238,AT1G29870,,0,0,0,0,41,0.8,40,0.96,8.58,3.39E-08,1.12E-07,0.8,0.96,0.8,0.96
239,AT3G04010,,42,0.3,50,0.34,11625,126.29,8851,118.61,8.58,0,0,126.29,118.61,126.29,118.61
241,AT2G25460,,95,0.62,121,0.77,24309,244.08,22441,277.94,8.55,0,0,244.08,277.94,244.08,277.94
242,AT3G55810,,0,0,0,0,41,0.75,38,0.86,8.54,4.12E-08,1.35E-07,0.75,0.86,0.75,0.86
244,AT1G51820,,15,0.09,11,0.06,3100,28.77,2441,27.94,8.52,7.89E-182,2.15E-180,28.77,27.94,28.77,27.94
246,AT5G58280,,1,0.01,0,0,104,2.38,105,2.96,8.5,9.58E-09,3.30E-08,2.38,2.96,2.38,2.96
247,AT1G80865,,0,0,0,0,47,1.77,31,1.44,8.5,5.17E-08,1.69E-07,1.77,1.44,1.77,1.44
249,AT4G39670,,88,1.28,68,0.95,17479,388,15170,415.37,8.5,0,0,388,415.37,388,415.37
250,AT3G61400,,0,0,0,0,39,0.66,37,0.78,8.48,5.46E-08,1.78E-07,0.66,0.78,0.66,0.78
251,AT3G49130,,2,0.04,4,0.07,634,18.64,601,21.8,8.48,8.66E-44,8.50E-43,18.64,21.8,18.64,21.8
253,AT5G42053,,0,0,0,0,36,3.19,39,4.26,8.47,5.96E-08,1.94E-07,3.19,4.26,3.19,4.26
254,AT1G11110,,0,0,0,0,44,0.9,32,0.81,8.47,5.95E-08,1.93E-07,0.9,0.81,0.9,0.81
260,AT1G05773,,0,0,0,0,35,1.96,38,2.63,8.43,7.27E-08,2.35E-07,1.96,2.63,1.96,2.63
261,AT2G09350,,1,0.03,0,0,103,4.11,96,4.72,8.43,1.34E-08,4.55E-08,4.11,4.72,4.11,4.72
263,AT1G22440,,0,0,0,0,40,0.61,33,0.62,8.42,7.61E-08,2.45E-07,0.61,0.62,0.61,0.62
265,AT3G45660,,11,0.09,12,0.1,2606,34.11,1967,31.75,8.41,1.35E-156,3.30E-155,34.11,31.75,34.11,31.75
266,AT2G22880,,53,2.73,41,2.04,10227,805.43,8145,791.23,8.39,0,0,805.43,791.23,805.43,791.23
268,AT2G32210,,31,0.71,25,0.55,5088,178.61,5606,242.74,8.38,0,0,388.6820228,528.2384761,178.61,242.74
272,AT4G27580,,0,0,0,0,41,1.43,30,1.29,8.37,9.79E-08,3.13E-07,1.43,1.29,1.43,1.29
273,AT3G50030,,0,0,0,0,42,0.69,29,0.59,8.36,1.01E-07,3.22E-07,0.69,0.59,0.69,0.59
274,AT1G70120,,0,0,0,0,36,1.68,34,1.96,8.36,1.00E-07,3.20E-07,1.68,1.96,1.68,1.96
275,AT1G06323,,0,0,0,0,30,2.38,39,3.81,8.36,1.12E-07,3.55E-07,2.38,3.81,2.38,3.81
276,AT5G59490,,0,0,6,0.07,649,12.53,489,11.65,8.36,1.91E-07,5.97E-07,12.53,11.65,12.53,11.65
277,AT4G18950,,708,5.69,654,5.09,146068,1798.25,112969,1715.49,8.35,0,0,1798.25,1715.49,1798.25,1715.49
278,AT1G07967,,0,0,0,0,37,3.25,32,3.47,8.34,1.14E-07,3.61E-07,3.25,3.47,3.25,3.47
279,AT2G36325,,0,0,0,0,37,0.84,32,0.9,8.34,1.14E-07,3.61E-07,0.84,0.9,0.84,0.9
282,AT1G05353,,0,0,0,0,41,5.65,28,4.76,8.32,1.25E-07,3.97E-07,5.65,4.76,5.65,4.76
283,AT3G63360,,0,0,0,0,30,1.87,37,2.84,8.32,1.37E-07,4.34E-07,1.87,2.84,1.87,2.84
285,AT3G01625,,0,0,0,0,37,4.47,31,4.62,8.31,1.28E-07,4.05E-07,4.47,4.62,4.47,4.62
286,AT2G27310,,143,1.61,150,1.64,28719,496.7,25175,537.06,8.31,0,0,496.7,537.06,496.7,537.06
289,AT1G07473,,2,0.04,0,0,185,5.44,176,6.38,8.29,4.57E-15,2.19E-14,5.44,6.38,5.44,6.38
290,AT5G35190,,0,0,0,0,38,0.81,29,0.76,8.29,1.47E-07,4.64E-07,0.81,0.76,0.81,0.76
291,AT1G10300,,0,0,0,0,32,0.4,34,0.52,8.29,1.52E-07,4.79E-07,0.4,0.52,0.4,0.52
294,AT5G61495,,0,0,0,0,35,2.2,31,2.4,8.27,1.56E-07,4.92E-07,2.2,2.4,2.2,2.4
296,AT1G04537,,0,0,0,0,37,2.45,29,2.37,8.27,1.62E-07,5.11E-07,2.45,2.37,2.45,2.37
297,AT4G17210,,0,0,0,0,32,0.48,33,0.61,8.26,1.70E-07,5.35E-07,0.48,0.61,0.48,0.61
298,AT1G21722,,0,0,0,0,40,1.34,26,1.07,8.25,1.77E-07,5.56E-07,1.34,1.07,1.34,1.07
299,AT5G60380,,0,0,1,0.02,83,2.01,91,2.72,8.25,3.24E-08,1.07E-07,2.01,2.72,2.01,2.72
300,AT5G08695,,0,0,1,0.01,93,0.96,82,1.04,8.24,3.16E-08,1.05E-07,0.96,1.04,0.96,1.04
301,AT1G49390,,0,0,0,0,38,0.73,27,0.64,8.24,1.89E-07,5.92E-07,0.73,0.64,0.73,0.64
303,AT5G03204,,1,0.04,1,0.04,190,11.13,159,11.48,8.23,7.11E-15,3.37E-14,11.13,11.48,11.13,11.48
304,AT4G07735,,0,0,0,0,34,3.61,30,3.93,8.23,1.96E-07,6.11E-07,3.61,3.93,3.61,3.93
305,AT5G07025,,0,0,0,0,35,2.31,29,2.36,8.23,1.99E-07,6.22E-07,2.31,2.36,2.31,2.36
306,AT1G66060,,0,0,0,0,42,0.7,23,0.47,8.22,2.22E-07,6.91E-07,0.7,0.47,0.7,0.47
307,AT1G05700,,2,0.01,7,0.04,863,7.81,698,7.79,8.22,1.83E-60,2.24E-59,7.81,7.79,7.81,7.79
308,AT4G33467,,8,0.21,6,0.15,1200,48.23,1203,59.64,8.22,2.70E-90,4.46E-89,48.23,59.64,48.23,59.64
310,AT5G48650,,0,0,0,0,25,0.37,37,0.68,8.22,2.48E-07,7.68E-07,0.37,0.68,0.37,0.68
311,AT1G05575,,29,0.72,34,0.82,5652,216.29,5149,243.05,8.21,0,0,216.29,243.05,216.29,243.05
312,AT3G21320,,2,0.01,6,0.04,818,8.21,557,6.9,8.2,3.95E-53,4.41E-52,8.21,6.9,8.21,6.9
315,AT5G40348,,1,0.01,0,0,89,1.61,80,1.78,8.19,3.96E-08,1.30E-07,1.61,1.78,1.61,1.78
317,AT2G46300,,2,0.03,2,0.02,369,7.27,308,7.48,8.19,9.09E-28,6.51E-27,7.27,7.48,7.27,7.48
319,AT1G72270,,1,0,0,0,97,0.36,72,0.33,8.18,4.18E-08,1.37E-07,0.36,0.33,0.36,0.33
320,AT2G08745,,0,0,0,0,36,6.7,26,5.97,8.17,2.65E-07,8.19E-07,6.7,5.97,6.7,5.97
321,AT3G01545,,0,0,0,0,38,2.37,24,1.85,8.16,2.84E-07,8.76E-07,2.37,1.85,2.37,1.85
324,AT4G36510,,0,0,0,0,31,3.14,29,3.63,8.14,3.08E-07,9.49E-07,3.14,3.63,3.14,3.63
325,AT5G03135,,0,0,0,0,38,2.72,23,2.03,8.14,3.27E-07,1.01E-06,2.72,2.03,2.72,2.03
327,AT1G73160,,0,0,0,0,28,0.45,31,0.61,8.13,3.41E-07,1.05E-06,0.45,0.61,0.45,0.61
329,AT3G56790,,5,0.13,6,0.15,952,38.09,820,40.47,8.12,3.67E-71,5.11E-70,38.09,40.47,38.09,40.47
330,AT1G30370,,2,0.02,3,0.03,447,6.83,353,6.65,8.1,1.92E-33,1.55E-32,6.83,6.65,6.83,6.65
331,AT2G31850,,0,0,0,0,22,1.75,35,3.43,8.1,4.60E-07,1.40E-06,1.75,3.43,1.75,3.43
332,AT3G08810,,0,0,1,0.01,87,1.91,72,1.95,8.1,6.01E-08,1.95E-07,1.91,1.95,1.91,1.95
334,AT3G57370,,0,0,0,0,36,0.82,23,0.65,8.09,4.03E-07,1.23E-06,0.82,0.65,0.82,0.65
335,AT1G70400,,0,0,0,0,42,0.94,18,0.5,8.09,4.79E-07,1.45E-06,0.94,0.5,0.94,0.5
337,AT2G06500,,0,0,0,0,34,0.53,24,0.46,8.07,4.32E-07,1.32E-06,0.53,0.46,0.53,0.46
338,AT1G08047,,0,0,0,0,28,2.31,29,2.95,8.07,4.39E-07,1.34E-06,2.31,2.95,2.31,2.95
339,AT1G68845,,0,0,0,0,35,1.75,23,1.42,8.07,4.48E-07,1.36E-06,1.75,1.42,1.75,1.42
342,AT4G03460,,1,0.01,1,0.01,161,1.41,147,1.58,8.06,3.43E-14,1.57E-13,1.41,1.58,1.41,1.58
347,AT1G07190,,0,0,0,0,30,4.94,26,5.28,8.04,5.15E-07,1.56E-06,4.94,5.28,4.94,5.28
349,AT2G39518,,3,0.06,0,0,309,8.9,157,5.58,8.03,6.91E-20,3.95E-19,8.9,5.58,8.9,5.58
350,AT1G20320,,0,0,0,0,32,0.71,24,0.66,8.03,5.41E-07,1.63E-06,0.71,0.66,0.71,0.66
351,AT5G06295,,0,0,0,0,27,1.86,28,2.38,8.02,5.66E-07,1.71E-06,1.86,2.38,1.86,2.38
352,AT5G04250,,45,0.43,36,0.34,6703,98.87,5531,100.63,8.02,0,0,98.87,100.63,98.87,100.63
354,AT1G77730,,2,0.03,4,0.05,502,10.57,402,10.44,8.02,8.94E-39,8.03E-38,10.57,10.44,10.57,10.44
355,AT1G06877,,0,0,0,0,29,6.35,26,7.03,8.01,5.80E-07,1.75E-06,6.35,7.03,6.35,7.03
358,AT3G08070,,2,0.06,7,0.2,800,36.05,550,30.57,8,3.43E-56,3.99E-55,36.05,30.57,36.05,30.57
362,AT5G66890,,0,0,1,0.01,79,1.61,67,1.68,7.98,1.04E-07,3.31E-07,1.61,1.68,1.61,1.68
364,AT4G09975,,0,0,0,0,27,2.21,26,2.62,7.96,7.44E-07,2.22E-06,2.21,2.62,2.21,2.62
368,AT4G34080,,0,0,1,0.02,92,2.95,53,2.1,7.94,1.30E-07,4.12E-07,2.95,2.1,2.95,2.1
370,AT2G33420,,0,0,0,0,32,0.25,21,0.2,7.94,8.53E-07,2.53E-06,0.25,0.2,0.25,0.2
372,AT4G33860,,0,0,0,0,33,0.44,20,0.33,7.93,8.92E-07,2.64E-06,0.44,0.33,0.44,0.33
373,AT5G04455,,0,0,0,0,21,3.48,30,6.13,7.93,9.79E-07,2.89E-06,3.48,6.13,3.48,6.13
374,AT4G28340,,0,0,1,0.02,79,1.91,62,1.85,7.92,1.33E-07,4.21E-07,1.91,1.85,1.91,1.85
375,AT4G18110,,0,0,0,0,30,1.27,22,1.15,7.92,9.25E-07,2.74E-06,1.27,1.15,1.27,1.15
377,AT3G63020,,0,0,0,0,25,0.89,26,1.14,7.91,9.67E-07,2.86E-06,0.89,1.14,0.89,1.14
378,AT1G05183,,6,0.08,0,0,506,10.57,351,9.04,7.91,2.44E-06,6.93E-06,10.57,9.04,10.57,9.04
379,AT5G67120,,0,0,0,0,26,0.83,25,0.99,7.91,9.78E-07,2.89E-06,0.83,0.99,0.83,0.99
383,AT5G49420,,0,0,0,0,23,0.47,27,0.68,7.89,1.11E-06,3.25E-06,0.47,0.68,0.47,0.68
384,AT4G32630,,1,0.01,5,0.03,457,4.89,370,4.88,7.89,2.56E-37,2.24E-36,4.89,4.88,4.89,4.88
385,AT5G40070,,0,0,0,0,31,1.78,20,1.41,7.88,1.13E-06,3.31E-06,1.78,1.41,1.78,1.41
387,AT4G24110,,10,0.18,6,0.1,1160,31.77,1001,33.82,7.86,1.77E-94,3.02E-93,31.77,33.82,31.77,33.82
388,AT3G03905,,0,0,0,0,30,3.45,20,2.84,7.86,1.28E-06,3.72E-06,3.45,2.84,3.45,2.84
389,AT5G32460,,0,0,0,0,30,0.51,20,0.42,7.86,1.28E-06,3.72E-06,0.51,0.42,0.51,0.42
391,AT1G29830,,0,0,0,0,21,0.23,27,0.37,7.84,1.48E-06,4.28E-06,0.23,0.37,0.23,0.37
393,AT1G51770,,0,0,2,0.02,153,2.75,114,2.53,7.84,2.35E-13,1.04E-12,2.75,2.53,2.75,2.53
394,AT3G17320,,1,0.01,0,0,72,1.59,60,1.63,7.83,1.99E-07,6.21E-07,1.59,1.63,1.59,1.63
395,AT1G56060,,11,0.35,15,0.47,1765,86.88,1606,97.51,7.81,2.65E-146,6.22E-145,86.88,97.51,86.88,97.51
397,AT4G04305,,0,0,0,0,27,3.07,21,2.94,7.81,1.59E-06,4.59E-06,3.07,2.94,3.07,2.94
400,AT3G16600,,0,0,1,0.01,78,1.11,53,0.93,7.8,2.26E-07,7.02E-07,1.11,0.93,1.11,0.93
401,AT2G44070,,0,0,0,0,22,0.43,25,0.6,7.8,1.70E-06,4.91E-06,0.43,0.6,0.43,0.6
402,AT4G09660,,0,0,0,0,22,0.3,25,0.42,7.8,1.70E-06,4.91E-06,0.3,0.42,0.3,0.42
404,AT3G02785,,0,0,0,0,24,1.99,23,2.35,7.79,1.74E-06,5.00E-06,1.99,2.35,1.99,2.35
405,AT5G08460,,0,0,0,0,31,0.67,17,0.45,7.78,1.90E-06,5.45E-06,0.67,0.45,0.67,0.45
407,AT4G03292,,0,0,1,0.02,69,2.49,58,2.58,7.77,2.54E-07,7.86E-07,2.49,2.58,2.49,2.58
408,AT2G32235,,26,0.31,14,0.16,2858,52.12,2237,50.32,7.77,8.56E-220,2.77E-218,52.12,50.32,52.12,50.32
409,AT4G39360,,1,0.02,1,0.02,127,4.06,125,4.93,7.77,4.22E-13,1.85E-12,4.06,4.93,4.06,4.93
410,AT5G53100,,0,0,0,0,28,0.69,19,0.58,7.77,1.95E-06,5.59E-06,0.69,0.58,0.69,0.58
412,AT5G35735,,620,6.41,723,7.23,92500,1463.76,76262,1488.57,7.76,0,0,1463.76,1488.57,1463.76,1488.57
414,AT4G20080,,0,0,0,0,31,0.36,16,0.23,7.75,2.29E-06,6.51E-06,0.36,0.23,0.36,0.23
416,AT1G07697,,0,0,0,0,32,2.25,15,1.3,7.75,2.45E-06,6.95E-06,2.25,1.3,2.25,1.3
417,AT2G09395,,0,0,0,0,28,7.92,18,6.28,7.73,2.33E-06,6.61E-06,7.92,6.28,7.92,6.28
419,AT1G09987,,0,0,4,0.1,265,10.08,227,10.66,7.73,2.81E-24,1.83E-23,10.08,10.66,10.08,10.66
420,AT5G12000,,0,0,0,0,29,0.29,17,0.21,7.73,2.45E-06,6.94E-06,0.29,0.21,0.29,0.21
424,AT5G56800,,0,0,0,0,30,0.72,16,0.47,7.72,2.60E-06,7.35E-06,0.72,0.47,0.72,0.47
425,AT2G09965,,0,0,0,0,18,2.41,26,4.29,7.72,2.72E-06,7.68E-06,2.41,4.29,2.41,4.29
428,AT3G01085,,0,0,0,0,26,0.28,19,0.26,7.71,2.55E-06,7.22E-06,0.28,0.26,0.28,0.26
429,AT3G63052,,0,0,0,0,26,1.77,19,1.6,7.71,2.55E-06,7.22E-06,1.77,1.6,1.77,1.6
430,AT2G02061,,6,0.08,1,0.01,481,10.09,373,9.65,7.71,7.12E-41,6.63E-40,10.09,9.65,10.09,9.65
431,AT3G01513,,1,0.02,0,0,69,2.16,53,2.05,7.71,3.36E-07,1.03E-06,2.16,2.05,2.16,2.05
432,AT2G08480,,0,0,1,0.03,76,3.49,46,2.6,7.69,3.77E-07,1.15E-06,3.49,2.6,3.49,2.6
434,AT5G08820,,3,0.06,0,0,228,6.53,136,4.81,7.68,3.15E-18,1.70E-17,6.53,4.81,6.53,4.81
435,AT3G51570,,0,0,0,0,25,0.17,19,0.16,7.68,2.93E-06,8.26E-06,0.17,0.16,0.17,0.16
436,AT4G19580,,0,0,0,0,25,0.72,19,0.68,7.68,2.93E-06,8.26E-06,0.72,0.68,0.72,0.68
439,AT1G05753,,2,0.06,1,0.03,199,9.87,156,9.54,7.67,2.46E-18,1.33E-17,9.87,9.54,9.87,9.54
443,AT5G55720,,0,0,0,0,22,0.41,21,0.48,7.66,3.22E-06,9.02E-06,0.41,0.48,0.41,0.48
448,AT4G23780,,0,0,0,0,20,0.6,22,0.81,7.64,3.71E-06,1.03E-05,0.6,0.81,0.6,0.81
449,AT5G48770,,0,0,1,0,67,0.49,49,0.44,7.63,4.70E-07,1.43E-06,0.49,0.44,0.49,0.44
450,AT2G33685,,0,0,0,0,15,6.79,26,14.52,7.63,4.55E-06,1.26E-05,6.79,14.52,6.79,14.52
451,AT3G51660,,160,3.47,170,3.56,19377,642.84,18100,740.67,7.62,0,0,642.84,740.67,642.84,740.67
453,AT1G05463,,0,0,0,0,24,3.36,18,3.11,7.61,4.06E-06,1.13E-05,3.36,3.11,3.36,3.11
454,AT1G05467,,0,0,0,0,24,1.75,18,1.62,7.61,4.06E-06,1.13E-05,1.75,1.62,1.75,1.62
455,AT5G06885,,0,0,0,0,24,2.43,18,2.25,7.61,4.06E-06,1.13E-05,2.43,2.25,2.43,2.25
457,AT1G09553,,0,0,0,0,25,1.74,17,1.46,7.61,4.23E-06,1.18E-05,1.74,1.46,1.74,1.46
460,AT2G09175,,0,0,0,0,21,2.09,20,2.46,7.59,4.46E-06,1.24E-05,2.09,2.46,2.09,2.46
461,AT2G32179,,0,0,0,0,21,0.47,20,0.55,7.59,4.46E-06,1.24E-05,0.47,0.55,0.47,0.55
462,AT4G16146,,6,0.11,12,0.2,1144,30.84,878,29.19,7.59,5.42E-97,9.51E-96,30.84,29.19,30.84,29.19
463,AT3G55720,,2,0.02,3,0.03,282,4.63,273,5.53,7.59,1.52E-28,1.10E-27,4.63,5.53,4.63,5.53
465,AT5G38620,,0,0,0,0,29,0.75,13,0.41,7.58,5.43E-06,1.49E-05,0.75,0.41,0.75,0.41
466,AT3G19560,,1,0.01,0,0,63,1.35,48,1.27,7.57,6.10E-07,1.83E-06,1.35,1.27,1.35,1.27
468,AT5G01005,,0,0,0,0,25,2.75,16,2.17,7.57,5.14E-06,1.41E-05,2.75,2.17,2.75,2.17
469,AT5G13295,,0,0,0,0,20,1.54,20,1.89,7.56,5.23E-06,1.44E-05,1.54,1.89,1.54,1.89
471,AT1G43680,,0,0,0,0,28,0.93,13,0.53,7.55,6.23E-06,1.70E-05,0.93,0.53,0.93,0.53
473,AT4G28000,,0,0,0,0,22,0.21,18,0.21,7.55,5.49E-06,1.51E-05,0.21,0.21,0.21,0.21
474,AT2G39640,,0,0,0,0,17,0.26,22,0.42,7.54,6.11E-06,1.67E-05,0.26,0.42,0.26,0.42
475,AT3G08360,,0,0,2,0.1,128,9.77,88,8.28,7.53,3.44E-12,1.44E-11,9.77,8.28,9.77,8.28
476,AT2G46460,,2,0.07,0,0,114,6.41,100,6.94,7.53,3.16E-12,1.33E-11,6.41,6.94,6.41,6.94
477,AT3G29340,,0,0,0,0,25,0.34,15,0.25,7.53,6.28E-06,1.71E-05,0.34,0.25,0.34,0.25
478,AT1G25400,,117,1.2,129,1.28,13819,217.41,12301,238.72,7.52,0,0,217.41,238.72,217.41,238.72
479,AT4G36820,,5,0.06,4,0.05,538,10.65,423,10.33,7.52,5.94E-49,6.29E-48,10.65,10.33,10.65,10.33
480,AT4G26701,,0,0,1,0.03,62,3.07,45,2.75,7.52,7.81E-07,2.33E-06,3.07,2.75,3.07,2.75
481,AT1G08583,,0,0,0,0,22,2.14,17,2.04,7.51,6.65E-06,1.80E-05,2.14,2.04,2.14,2.04
482,AT3G27809,,0,0,0,0,22,1.33,17,1.27,7.51,6.65E-06,1.80E-05,1.33,1.27,1.33,1.27
483,AT4G02735,,0,0,0,0,22,0.53,17,0.51,7.51,6.65E-06,1.80E-05,0.53,0.51,0.53,0.51
484,AT1G26140,,0,0,1,0.04,61,3.39,45,3.08,7.5,8.22E-07,2.44E-06,3.39,3.08,3.39,3.08
489,AT2G08470,,1,0.07,3,0.19,244,25.02,176,22.26,7.49,1.51E-22,9.36E-22,25.02,22.26,25.02,22.26
490,AT1G52900,,0,0,0,0,25,0.91,14,0.63,7.49,7.74E-06,2.08E-05,0.91,0.63,0.91,0.63
491,AT1G09463,,0,0,0,0,19,1.65,19,2.03,7.49,7.40E-06,2.00E-05,1.65,2.03,1.65,2.03
492,AT5G17500,,0,0,0,0,19,0.29,19,0.36,7.49,7.40E-06,2.00E-05,0.29,0.36,0.29,0.36
493,AT1G04890,,0,0,0,0,20,0.27,18,0.3,7.48,7.57E-06,2.04E-05,0.27,0.3,0.27,0.3
495,AT3G47050,,0,0,1,0.01,60,0.78,44,0.71,7.48,9.27E-07,2.74E-06,0.78,0.71,0.78,0.71
499,AT5G39000,,1,0.01,1,0.01,126,1.2,81,0.95,7.46,5.99E-12,2.48E-11,1.2,0.95,1.2,0.95
500,AT4G03470,,0,0,0,0,11,0.14,25,0.39,7.46,1.16E-05,3.06E-05,0.14,0.39,0.14,0.39
501,AT2G09225,,0,0,0,0,23,1.03,15,0.83,7.46,8.50E-06,2.29E-05,1.03,0.83,1.03,0.83
502,AT3G01765,,0,0,0,0,17,1.16,20,1.68,7.46,8.70E-06,2.33E-05,1.16,1.68,1.16,1.68
505,AT5G38400,,0,0,0,0,24,1.11,14,0.8,7.45,9.00E-06,2.41E-05,1.11,0.8,1.11,0.8
508,AT1G70640,,13,0.14,12,0.12,1370,22.44,1149,23.21,7.44,9.97E-127,2.14E-125,22.44,23.21,22.44,23.21
509,AT1G57650,,1,0.01,0,0,65,0.7,37,0.49,7.43,1.19E-06,3.47E-06,0.7,0.49,0.7,0.49
510,AT4G18720,,0,0,0,0,21,0.71,16,0.67,7.43,9.52E-06,2.54E-05,0.71,0.67,0.71,0.67
511,AT5G52620,,0,0,0,0,21,0.51,16,0.48,7.43,9.52E-06,2.54E-05,0.51,0.48,0.51,0.48
512,AT5G54990,,0,0,0,0,21,0.79,16,0.74,7.43,9.52E-06,2.54E-05,0.79,0.74,0.79,0.74
513,AT2G03565,,0,0,0,0,15,1.28,21,2.21,7.43,1.05E-05,2.78E-05,1.28,2.21,1.28,2.21
514,AT4G01170,,0,0,0,0,16,0.33,20,0.5,7.42,1.04E-05,2.77E-05,0.33,0.5,0.33,0.5
515,AT3G21305,,0,0,1,0.04,53,3.16,46,3.39,7.42,1.19E-06,3.49E-06,3.16,3.39,3.16,3.39
516,AT3G26550,,0,0,0,0,23,0.27,14,0.21,7.42,1.05E-05,2.79E-05,0.27,0.21,0.27,0.21
517,AT5G15620,,0,0,0,0,23,0.43,14,0.32,7.42,1.05E-05,2.79E-05,0.43,0.32,0.43,0.32
518,AT4G16930,,0,0,0,0,24,1.4,13,0.94,7.41,1.12E-05,2.97E-05,1.4,0.94,1.4,0.94
519,AT1G63320,,0,0,0,0,18,0.79,18,0.98,7.41,1.06E-05,2.82E-05,0.79,0.98,0.79,0.98
521,AT1G05867,,0,0,0,0,19,1.64,17,1.81,7.4,1.09E-05,2.89E-05,1.64,1.81,1.64,1.81
522,AT4G05025,,0,0,0,0,19,1.32,17,1.45,7.4,1.09E-05,2.89E-05,1.32,1.45,1.32,1.45
524,AT3G10605,,0,0,1,0.04,49,2.99,48,3.61,7.39,1.33E-06,3.86E-06,2.99,3.61,2.99,3.61
525,AT5G27765,,0,0,1,0.04,43,3.01,53,4.58,7.39,1.41E-06,4.11E-06,3.01,4.58,3.01,4.58
529,AT5G16900,,1,0.01,0,0,56,0.47,42,0.44,7.39,1.32E-06,3.86E-06,0.47,0.44,0.47,0.44
533,AT1G76600,,198,3.46,242,4.09,23931,639.98,18725,617.67,7.38,0,0,639.98,617.67,639.98,617.67
535,AT5G04500,,0,0,1,0.01,57,0.56,40,0.49,7.37,1.45E-06,4.21E-06,0.56,0.49,0.56,0.49
539,AT5G07260,,0,0,0,0,17,0.24,18,0.32,7.37,1.27E-05,3.35E-05,0.24,0.32,0.24,0.32
540,AT3G18905,,0,0,0,0,18,0.83,17,0.97,7.36,1.30E-05,3.41E-05,0.83,0.97,0.83,0.97
541,AT1G64830,,0,0,0,0,12,0.23,22,0.51,7.36,1.58E-05,4.11E-05,0.23,0.51,0.23,0.51
544,AT3G24580,,0,0,0,0,19,0.45,16,0.47,7.36,1.33E-05,3.50E-05,0.45,0.47,0.45,0.47
545,AT5G14895,,1,0.02,1,0.02,100,2.64,88,2.86,7.34,1.45E-11,5.89E-11,2.64,2.86,2.64,2.86
550,AT5G03245,,0,0,0,0,22,2.21,13,1.61,7.33,1.54E-05,4.02E-05,2.21,1.61,2.21,1.61
554,AT4G24231,,0,0,0,0,11,1.99,22,4.92,7.33,1.95E-05,5.04E-05,1.99,4.92,1.99,4.92
557,AT2G32190,,31,0.56,54,0.94,3954,109.18,3860,131.47,7.32,5.07E-105,9.46E-104,109.18,131.47,109.18,131.47
559,AT4G01360,,77,0.92,69,0.8,7713,141.22,5824,131.53,7.31,0,0,141.22,131.53,141.22,131.53
560,AT5G16960,,22,0.26,22,0.25,2369,43.08,1716,38.49,7.31,2.48E-203,7.56E-202,43.08,38.49,43.08,38.49
562,AT4G31960,,0,0,1,0.02,51,1.75,41,1.73,7.31,1.91E-06,5.46E-06,1.75,1.73,1.75,1.73
564,AT5G54165,,41,1.84,24,1.04,3102,212.84,2831,239.59,7.3,7.05E-122,1.46E-120,212.84,239.59,212.84,239.59
567,AT2G42340,,2,0.03,0,0,107,2.68,76,2.35,7.29,2.36E-11,9.47E-11,2.68,2.35,2.68,2.35
568,AT3G50373,,0,0,0,0,22,1.34,12,0.9,7.29,1.94E-05,5.02E-05,1.34,0.9,1.34,0.9
569,AT5G08935,,0,0,0,0,22,1.98,12,1.33,7.29,1.94E-05,5.02E-05,1.98,1.33,1.98,1.33
570,AT5G05600,,285,2.11,359,2.57,32423,367.83,26052,364.56,7.29,0,0,367.83,364.56,367.83,364.56
571,AT1G07813,,0,0,0,0,16,1.12,17,1.46,7.29,1.87E-05,4.84E-05,1.12,1.46,1.12,1.46
